model,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,business_cost
Autoencoder,0.0009047209316520485,0.8355711849957373,0.29332612121436746,0.20481927710843373,0.5,0.2905982905982906,1800,132,34,34,472
