threshold,precision,recall,f1,false_negative_rate,false_positives,false_negatives,cost,model,pr_auc,roc_auc,brier_score_raw,brier_score_calibrated
0.09999999999999999,0.45161290322580644,0.8235294117647058,0.5833333333333334,0.17647058823529413,68,12,188,Deep MLP,0.6835420276876217,0.9652904640116917,0.07225963452782404,0.0159282863347334
